Type, Name
Explosive,Objet_00304
Radioactive,Objet_00050
Flammable,Objet_00070
Radioactive,Objet_00315
Corrosive,Objet_00166
Flammable,Objet_00381
Explosive,Objet_00118
Explosive,Objet_00154
Fragile,Objet_00333
Fragile,Objet_00227
Corrosive,Objet_00317
Oxidizing,Objet_00337
Food,Objet_00143
Unspecified,Objet_00037
Flammable,Objet_00081
Radioactive,Objet_00100
Unspecified,Objet_00104
Oxidizing,Objet_00214
Explosive,Objet_00348
Food,Objet_00321
Toxic,Objet_00339
Pressurized,Objet_00198
Pressurized,Objet_00098
Oxidizing,Objet_00161
Oxidizing,Objet_00170
Oxidizing,Objet_00398
Food,Objet_00343
Radioactive,Objet_00275
Food,Objet_00103
Food,Objet_00196
Radioactive,Objet_00049
Fragile,Objet_00352
Pressurized,Objet_00255
Explosive,Objet_00062
Toxic,Objet_00254
Toxic,Objet_00272
Radioactive,Objet_00159
Fragile,Objet_00172
Unspecified,Objet_00097
Radioactive,Objet_00391
Food,Objet_00382
Pressurized,Objet_00084
Oxidizing,Objet_00328
Explosive,Objet_00076
Radioactive,Objet_00405
Food,Objet_00112
Toxic,Objet_00183
Radioactive,Objet_00310
Unspecified,Objet_00306
Radioactive,Objet_00322
Oxidizing,Objet_00401
Flammable,Objet_00364
Unspecified,Objet_00066
Flammable,Objet_00406
Food,Objet_00240
Oxidizing,Objet_00085
Corrosive,Objet_00320
Fragile,Objet_00040
Corrosive,Objet_00367
Corrosive,Objet_00205
Explosive,Objet_00210
Flammable,Objet_00387
Radioactive,Objet_00316
Explosive,Objet_00164
Oxidizing,Objet_00184
Explosive,Objet_00074
Corrosive,Objet_00089
Explosive,Objet_00124
Food,Objet_00368
Pressurized,Objet_00402
Food,Objet_00237
Food,Objet_00109
Food,Objet_00283
Toxic,Objet_00025
Flammable,Objet_00063
Fragile,Objet_00144
Unspecified,Objet_00279
Pressurized,Objet_00157
Flammable,Objet_00111
Food,Objet_00134
Radioactive,Objet_00078
Fragile,Objet_00152
Toxic,Objet_00311
Toxic,Objet_00026
Radioactive,Objet_00091
Corrosive,Objet_00199
Flammable,Objet_00042
Fragile,Objet_00232
Fragile,Objet_00105
Flammable,Objet_00341
Explosive,Objet_00132
Food,Objet_00394
Explosive,Objet_00362
Corrosive,Objet_00234
Food,Objet_00303
Oxidizing,Objet_00329
Radioactive,Objet_00384
Corrosive,Objet_00264
Explosive,Objet_00068
Unspecified,Objet_00139
Food,Objet_00185
Corrosive,Objet_00007
Fragile,Objet_00359
Food,Objet_00016
Food,Objet_00319
Unspecified,Objet_00133
Pressurized,Objet_00120
Corrosive,Objet_00186
Explosive,Objet_00292
Corrosive,Objet_00270
Oxidizing,Objet_00011
Corrosive,Objet_00181
Oxidizing,Objet_00087
Flammable,Objet_00231
Food,Objet_00018
Flammable,Objet_00238
Pressurized,Objet_00313
Explosive,Objet_00001
Pressurized,Objet_00021
Oxidizing,Objet_00039
Unspecified,Objet_00208
Oxidizing,Objet_00379
Explosive,Objet_00284
Food,Objet_00374
Toxic,Objet_00123
Flammable,Objet_00277
Food,Objet_00336
Corrosive,Objet_00371
Flammable,Objet_00165
Oxidizing,Objet_00376
Fragile,Objet_00385
Corrosive,Objet_00171
Toxic,Objet_00082
Oxidizing,Objet_00221
Unspecified,Objet_00290
Food,Objet_00148
Pressurized,Objet_00036
Toxic,Objet_00252
Food,Objet_00115
Oxidizing,Objet_00236
Flammable,Objet_00250
Pressurized,Objet_00274
