City_name,Nb_warehouses,Nb_customers
Ville_0469,1,1
Ville_0470,2,2
Ville_0471,0,1
Ville_0472,1,1
Ville_0473,3,0
Ville_0474,1,1
Ville_0475,2,0
Ville_0476,3,1
Ville_0477,2,0
Ville_0478,3,3
Ville_0479,1,3
Ville_0480,3,3
Ville_0481,1,0
Ville_0482,3,1
Ville_0483,2,1
Ville_0484,3,2
Ville_0485,2,3
Ville_0486,3,0
Ville_0487,2,3
Ville_0488,0,1
Ville_0489,1,1
Ville_0490,2,2
Ville_0491,2,0
Ville_0492,3,0
Ville_0493,1,1
Ville_0494,3,1
Ville_0495,0,1
Ville_0496,2,3
Ville_0497,0,2
Ville_0498,3,1
Ville_0499,3,1
Ville_0500,2,2
Ville_0501,3,3
Ville_0502,0,2
Ville_0503,3,1
Ville_0504,1,3
Ville_0505,0,3
Ville_0506,0,2
Ville_0507,0,3
Ville_0508,0,1
Ville_0509,2,1
Ville_0510,3,3
Ville_0511,0,3
Ville_0512,3,3
Ville_0513,0,2
Ville_0514,3,2
Ville_0515,0,3
Ville_0516,2,3
Ville_0517,2,2
Ville_0518,0,1
Ville_0519,3,3
Ville_0520,0,1
Ville_0521,0,2
Ville_0522,2,1
Ville_0523,3,3
Ville_0524,0,3
Ville_0525,2,0
Ville_0526,0,3
Ville_0527,3,2
Ville_0528,0,2
Ville_0529,2,3
Ville_0530,2,2
Ville_0531,0,2
Ville_0532,1,2
Ville_0533,2,3
Ville_0534,0,3
Ville_0535,2,2
Ville_0536,0,0
Ville_0537,2,0
Ville_0538,3,1
Ville_0539,1,0
Ville_0540,0,1
Ville_0541,1,3
Ville_0542,3,2
Ville_0543,2,3
Ville_0544,1,3
Ville_0545,0,0
Ville_0546,2,2
Ville_0547,0,1
Ville_0548,0,3
Ville_0549,0,2
Ville_0550,2,3
Ville_0551,3,0
Ville_0552,1,2
Ville_0553,0,3
Ville_0554,0,1
Ville_0555,2,2
Ville_0556,1,0
Ville_0557,2,3
Ville_0558,1,3
Ville_0559,2,1
Ville_0560,2,0
Ville_0561,3,1
Ville_0562,2,2
Ville_0563,0,3
Ville_0564,1,0
Ville_0565,3,1
Ville_0566,2,2
Ville_0567,3,2
Ville_0568,0,1
Ville_0569,1,0
Ville_0570,2,1
Ville_0571,0,2
Ville_0572,3,3
Ville_0573,2,3
Ville_0574,3,0
Ville_0575,2,2
Ville_0576,2,2
Ville_0577,3,1
Ville_0578,3,3
Ville_0579,1,1
Ville_0580,3,2
Ville_0581,3,0
Ville_0582,0,3
Ville_0583,2,0
Ville_0584,1,2
Ville_0585,2,2
Ville_0586,2,3
Ville_0587,3,0
Ville_0588,1,1
Ville_0589,2,3
Ville_0590,3,0
Ville_0591,2,3
Ville_0592,1,3
Ville_0593,1,3
Ville_0594,0,0
Ville_0595,3,1
Ville_0596,1,0
Ville_0597,2,1
Ville_0598,1,3
Ville_0599,3,2
Ville_0600,1,3
Ville_0601,2,2
Ville_0602,2,0
Ville_0603,2,3
Ville_0604,1,3
Ville_0605,3,3
Ville_0606,2,3
Ville_0607,1,1
Ville_0608,3,2
Ville_0609,0,2
Ville_0610,3,1
Ville_0611,0,3
Ville_0612,3,3
Ville_0613,3,1
Ville_0614,0,1
Ville_0615,1,0
Ville_0616,3,0
Ville_0617,2,1
Ville_0618,1,3
Ville_0619,0,2
Ville_0620,0,3
Ville_0621,1,1
Ville_0622,3,2
Ville_0623,1,1
Ville_0624,3,1
Ville_0625,2,1
Ville_0626,2,0
Ville_0627,0,1
Ville_0628,3,3
Ville_0629,1,3
Ville_0630,1,1
Ville_0631,3,0
Ville_0632,2,1
Ville_0633,1,3
Ville_0634,0,0
Ville_0635,0,3
Ville_0636,3,3
Ville_0637,0,3
Ville_0638,2,0
Ville_0639,0,3
Ville_0640,3,0
Ville_0641,2,3
Ville_0642,0,2
Ville_0643,3,3
Ville_0644,3,0
Ville_0645,0,1
Ville_0646,2,0
Ville_0647,1,2
Ville_0648,3,2
Ville_0649,1,1
Ville_0650,3,1
Ville_0651,2,0
Ville_0652,2,0
Ville_0653,3,3
Ville_0654,1,2
Ville_0655,2,2
Ville_0656,3,2
Ville_0657,3,2
Ville_0658,2,0
Ville_0659,1,1
Ville_0660,2,0
Ville_0661,1,2
Ville_0662,2,2
Ville_0663,2,1
Ville_0664,2,3
Ville_0665,3,2
Ville_0666,1,1
Ville_0667,1,2
Ville_0668,3,2
Ville_0669,1,0
Ville_0670,1,2
Ville_0671,1,0
Ville_0672,2,2
Ville_0673,3,3
Ville_0674,1,2
Ville_0675,1,2
Ville_0676,2,3
Ville_0677,3,1
Ville_0678,3,1
Ville_0679,3,3
Ville_0680,0,0
Ville_0681,2,1
Ville_0682,2,1
Ville_0683,1,1
Ville_0684,2,0
Ville_0685,1,2
Ville_0686,3,3
Ville_0687,0,1
Ville_0688,1,2
Ville_0689,0,3
Ville_0690,0,2
Ville_0691,0,2
Ville_0692,0,0
Ville_0693,3,1
Ville_0694,1,2
Ville_0695,1,1
Ville_0696,1,3
Ville_0697,1,0
Ville_0698,2,2
Ville_0699,0,1
Ville_0700,0,1
Ville_0701,2,0
Ville_0702,1,1
Ville_0703,1,3
Ville_0704,3,0
Ville_0705,0,2
Ville_0706,0,1
Ville_0707,3,0
Ville_0708,3,0
Ville_0709,3,1
Ville_0710,0,1
Ville_0711,3,2
Ville_0712,0,3
Ville_0713,0,3
Ville_0714,1,3
Ville_0715,0,2
Ville_0716,3,2
Ville_0717,3,1
Ville_0718,2,3
Ville_0719,2,2
Ville_0720,2,1
Ville_0721,2,2
Ville_0722,2,3
Ville_0723,0,1
Ville_0724,3,0
Ville_0725,2,3
Ville_0726,3,1
Ville_0727,1,0
Ville_0728,3,2
Ville_0729,0,3
Ville_0730,2,1
Ville_0731,1,0
Ville_0732,1,1
Ville_0733,2,2
Ville_0734,2,3
Ville_0735,0,2
Ville_0736,1,1
Ville_0737,2,1
Ville_0738,1,3
Ville_0739,1,1
Ville_0740,1,2
Ville_0741,3,3
Ville_0742,2,1
Ville_0743,2,3
Ville_0744,2,2
Ville_0745,1,2
Ville_0746,2,2
Ville_0747,2,3
Ville_0748,2,3
Ville_0749,3,3
Ville_0750,0,3
Ville_0751,0,3
Ville_0752,2,1
Ville_0753,3,2
Ville_0754,0,1
Ville_0755,1,2
Ville_0756,2,2
Ville_0757,0,2
Ville_0758,3,3
Ville_0759,2,1
Ville_0760,1,3
Ville_0761,2,0
Ville_0762,0,1
Ville_0763,1,2
Ville_0764,3,3
Ville_0765,0,3
Ville_0766,3,1
Ville_0767,2,3
Ville_0768,0,0
Ville_0769,0,2
Ville_0770,2,2
Ville_0771,3,2
Ville_0772,0,3
Ville_0773,1,0
Ville_0774,2,3
Ville_0775,1,1
Ville_0776,2,1
Ville_0777,0,3
Ville_0778,1,2
Ville_0779,2,2
Ville_0780,0,1
Ville_0781,0,2
Ville_0782,2,3
Ville_0783,1,1
Ville_0784,2,3
Ville_0785,1,3
Ville_0786,2,2
Ville_0787,1,2
Ville_0788,2,0
Ville_0789,1,0
Ville_0790,3,3
Ville_0791,3,3
Ville_0792,0,0
Ville_0793,2,0
Ville_0794,3,0
Ville_0795,2,3
Ville_0796,2,2
Ville_0797,0,0
Ville_0798,0,0
Ville_0799,1,0
Ville_0800,3,1
Ville_0801,0,3
Ville_0802,2,3
Ville_0803,3,1
Ville_0804,2,0
Ville_0805,1,2
Ville_0806,3,3
Ville_0807,0,3
Ville_0808,2,0
Ville_0809,3,0
Ville_0810,0,1
Ville_0811,2,3
Ville_0812,1,2
Ville_0813,1,2
Ville_0814,3,1
Ville_0815,2,1
Ville_0816,1,1
Ville_0817,1,2
Ville_0818,1,0
Ville_0819,0,0
Ville_0820,1,2
Ville_0821,0,2
Ville_0822,2,1
Ville_0823,1,1
Ville_0824,2,1
Ville_0825,3,2
Ville_0826,1,1
Ville_0827,2,0
Ville_0828,1,3
Ville_0829,0,3
Ville_0830,0,3
Ville_0831,1,3
Ville_0832,0,3
Ville_0833,3,3
Ville_0834,1,1
Ville_0835,3,0
Ville_0836,0,1
Ville_0837,0,1
Ville_0838,1,0
Ville_0839,3,2
Ville_0840,2,3
Ville_0841,1,1
Ville_0842,0,2
Ville_0843,3,2
Ville_0844,0,3
Ville_0845,0,0
Ville_0846,3,3
Ville_0847,3,0
Ville_0848,2,2
Ville_0849,2,0
Ville_0850,3,2
Ville_0851,1,0
Ville_0852,3,3
Ville_0853,0,2
Ville_0854,2,0
Ville_0855,1,1
Ville_0856,1,0
Ville_0857,1,1
Ville_0858,1,3
Ville_0859,0,0
Ville_0860,1,2
Ville_0861,2,3
Ville_0862,1,3
Ville_0863,1,1
Ville_0864,1,1
Ville_0865,2,0
Ville_0866,1,0
Ville_0867,3,1
Ville_0868,2,3
Ville_0869,2,2
Ville_0870,2,0
Ville_0871,0,2
Ville_0872,0,3
Ville_0873,0,1
Ville_0874,3,0
Ville_0875,3,1
Ville_0876,1,0
Ville_0877,0,2
Ville_0878,1,0
Ville_0879,3,0
Ville_0880,0,3
Ville_0881,3,3
Ville_0882,3,1
Ville_0883,0,2
Ville_0884,3,3
Ville_0885,2,1
Ville_0886,2,2
Ville_0887,0,3
Ville_0888,3,1
Ville_0889,1,1
Ville_0890,1,1
Ville_0891,1,0
Ville_0892,0,3
Ville_0893,2,0
Ville_0894,1,1
Ville_0895,2,1
Ville_0896,2,2
Ville_0897,3,2
Ville_0898,1,2
Ville_0899,3,2
Ville_0900,1,0
Ville_0901,3,0
Ville_0902,1,1
Ville_0903,0,1
Ville_0904,0,1
Ville_0905,1,3
Ville_0906,2,0
Ville_0907,3,3
Ville_0908,2,1
Ville_0909,3,3
Ville_0910,1,3
Ville_0911,2,3
Ville_0912,0,2
Ville_0913,2,2
Ville_0914,1,2
Ville_0915,2,3
Ville_0916,3,0
Ville_0917,2,2
Ville_0918,0,2
Ville_0919,3,0
Ville_0920,1,0
Ville_0921,1,3
Ville_0922,0,0
Ville_0923,2,1
Ville_0924,2,2
Ville_0925,3,3
Ville_0926,0,1
Ville_0927,3,1
Ville_0928,1,1
Ville_0929,0,1
Ville_0930,2,1
Ville_0931,0,2
Ville_0932,1,1
Ville_0933,2,1
Ville_0934,0,1
Ville_0935,1,1
Ville_0936,3,1
Ville_0937,2,0
Ville_0938,3,2
Ville_0939,3,3
Ville_0940,3,3
Ville_0941,2,1
Ville_0942,2,0
Ville_0943,0,2
Ville_0944,2,1
Ville_0945,0,0
Ville_0946,3,1
Ville_0947,1,3
Ville_0948,1,1
Ville_0949,3,1
Ville_0950,3,3
Ville_0951,1,1
Ville_0952,2,0
Ville_0953,1,2
Ville_0954,1,3
Ville_0955,0,1
Ville_0956,1,3
Ville_0957,1,2
Ville_0958,2,0
Ville_0959,0,2
Ville_0960,0,3
Ville_0961,1,3
Ville_0962,2,0
Ville_0963,3,1
Ville_0964,0,2
Ville_0965,2,0
Ville_0966,3,2
Ville_0967,0,3
Ville_0968,3,1
Ville_0969,3,2
Ville_0970,1,0
Ville_0971,0,2
Ville_0972,1,3
Ville_0973,3,3
Ville_0974,0,0
Ville_0975,2,2
Ville_0976,2,2
Ville_0977,3,2
Ville_0978,2,0
Ville_0979,0,0
Ville_0980,3,1
Ville_0981,3,1
Ville_0982,3,2
Ville_0983,0,3
Ville_0984,3,3
Ville_0985,0,0
Ville_0986,0,0
Ville_0987,0,1
Ville_0988,2,3
Ville_0989,3,0
Ville_0990,2,3
Ville_0991,3,0
Ville_0992,3,3
Ville_0993,0,1
Ville_0994,1,0
Ville_0995,2,0
Ville_0996,2,3
Ville_0997,0,3
Ville_0998,2,2
Ville_0999,2,2
Ville_1000,1,2
