City_name,Nb_warehouses,Nb_customers
Ville_0284,0,3
Ville_0285,0,2
Ville_0286,3,3
Ville_0287,1,2
Ville_0288,2,1
Ville_0289,0,3
Ville_0290,0,2
Ville_0291,0,2
Ville_0292,3,3
Ville_0293,3,1
Ville_0294,1,1
Ville_0295,3,3
Ville_0296,0,2
Ville_0297,1,3
Ville_0298,3,2
Ville_0299,1,1
Ville_0300,0,3
Ville_0301,0,3
Ville_0302,2,0
Ville_0303,3,1
Ville_0304,2,3
Ville_0305,0,0
Ville_0306,3,2
Ville_0307,3,0
Ville_0308,0,1
Ville_0309,1,0
Ville_0310,1,1
Ville_0311,3,2
Ville_0312,3,3
Ville_0313,1,1
Ville_0314,2,2
Ville_0315,2,3
Ville_0316,2,0
Ville_0317,0,3
Ville_0318,1,2
Ville_0319,0,2
Ville_0320,0,0
Ville_0321,2,0
Ville_0322,2,0
Ville_0323,1,3
Ville_0324,3,2
Ville_0325,3,3
Ville_0326,3,3
Ville_0327,1,1
Ville_0328,3,1
Ville_0329,1,3
Ville_0330,2,3
Ville_0331,1,2
Ville_0332,1,1
Ville_0333,0,0
Ville_0334,0,1
Ville_0335,3,3
Ville_0336,1,0
Ville_0337,1,3
Ville_0338,3,3
Ville_0339,1,3
Ville_0340,3,3
Ville_0341,3,2
Ville_0342,1,1
Ville_0343,3,0
Ville_0344,3,1
Ville_0345,2,3
Ville_0346,2,0
Ville_0347,0,3
Ville_0348,2,0
Ville_0349,3,0
Ville_0350,1,2
Ville_0351,3,0
Ville_0352,0,1
Ville_0353,3,0
Ville_0354,2,0
Ville_0355,2,0
Ville_0356,3,3
Ville_0357,3,2
Ville_0358,3,2
Ville_0359,2,2
Ville_0360,1,0
Ville_0361,2,2
Ville_0362,0,3
Ville_0363,1,0
Ville_0364,2,0
Ville_0365,2,3
Ville_0366,0,1
Ville_0367,0,2
Ville_0368,2,1
Ville_0369,2,2
Ville_0370,2,0
Ville_0371,0,1
Ville_0372,1,3
Ville_0373,2,1
Ville_0374,2,1
Ville_0375,3,1
Ville_0376,0,2
Ville_0377,0,1
Ville_0378,1,3
Ville_0379,3,3
Ville_0380,1,3
Ville_0381,1,1
Ville_0382,2,0
Ville_0383,2,0
Ville_0384,0,1
Ville_0385,3,3
Ville_0386,3,2
Ville_0387,3,1
Ville_0388,3,3
Ville_0389,3,2
Ville_0390,1,3
Ville_0391,0,2
Ville_0392,3,3
Ville_0393,2,0
Ville_0394,0,2
Ville_0395,3,2
Ville_0396,2,2
Ville_0397,2,0
Ville_0398,2,3
Ville_0399,3,1
Ville_0400,1,2
Ville_0401,1,2
Ville_0402,0,0
Ville_0403,0,0
Ville_0404,3,0
Ville_0405,0,3
Ville_0406,2,1
Ville_0407,2,2
Ville_0408,1,0
Ville_0409,0,0
Ville_0410,0,1
Ville_0411,0,0
Ville_0412,0,1
Ville_0413,3,1
Ville_0414,0,1
Ville_0415,2,2
Ville_0416,3,0
Ville_0417,3,2
Ville_0418,3,2
Ville_0419,2,1
Ville_0420,0,2
Ville_0421,0,3
Ville_0422,3,2
Ville_0423,0,2
Ville_0424,2,1
Ville_0425,3,0
Ville_0426,3,1
Ville_0427,3,1
Ville_0428,3,0
Ville_0429,1,3
Ville_0430,1,0
Ville_0431,3,2
Ville_0432,0,0
Ville_0433,0,0
Ville_0434,2,3
Ville_0435,0,3
Ville_0436,1,0
Ville_0437,0,3
Ville_0438,2,1
Ville_0439,2,3
Ville_0440,0,3
Ville_0441,3,3
Ville_0442,3,0
Ville_0443,1,0
Ville_0444,3,3
Ville_0445,0,2
Ville_0446,2,2
Ville_0447,3,0
Ville_0448,0,2
Ville_0449,2,0
Ville_0450,3,2
Ville_0451,1,1
Ville_0452,0,3
Ville_0453,1,2
Ville_0454,3,0
Ville_0455,2,3
Ville_0456,0,3
Ville_0457,1,1
Ville_0458,0,1
Ville_0459,0,1
Ville_0460,3,3
Ville_0461,0,2
Ville_0462,3,3
Ville_0463,0,0
Ville_0464,2,0
Ville_0465,2,0
Ville_0466,3,0
Ville_0467,1,3
Ville_0468,1,1
Ville_0469,0,0
Ville_0470,1,3
Ville_0471,0,3
Ville_0472,0,1
Ville_0473,1,0
Ville_0474,1,0
Ville_0475,2,0
Ville_0476,3,1
Ville_0477,0,0
Ville_0478,0,3
Ville_0479,1,0
Ville_0480,1,3
Ville_0481,2,3
Ville_0482,2,0
Ville_0483,1,2
Ville_0484,1,0
Ville_0485,1,2
Ville_0486,0,0
Ville_0487,2,1
Ville_0488,3,1
Ville_0489,2,1
Ville_0490,3,1
Ville_0491,0,1
Ville_0492,0,3
Ville_0493,1,0
Ville_0494,3,0
Ville_0495,0,0
Ville_0496,1,0
Ville_0497,2,3
Ville_0498,3,1
Ville_0499,1,1
Ville_0500,2,3
