City_name,Nb_warehouses,Nb_customers
Ville_0215,1,0
Ville_0216,3,3
Ville_0217,0,1
Ville_0218,1,1
Ville_0219,3,3
Ville_0220,3,2
Ville_0221,0,0
Ville_0222,3,3
Ville_0223,2,1
Ville_0224,2,0
Ville_0225,3,3
Ville_0226,1,3
Ville_0227,1,2
Ville_0228,1,3
Ville_0229,3,0
Ville_0230,2,2
Ville_0231,0,2
Ville_0232,1,1
Ville_0233,0,3
Ville_0234,0,2
Ville_0235,3,0
Ville_0236,3,3
Ville_0237,0,3
Ville_0238,3,1
Ville_0239,1,0
Ville_0240,0,3
Ville_0241,1,0
Ville_0242,3,1
Ville_0243,1,0
Ville_0244,1,3
Ville_0245,0,1
Ville_0246,3,2
Ville_0247,1,1
Ville_0248,3,0
Ville_0249,3,0
Ville_0250,3,2
Ville_0251,2,1
Ville_0252,3,2
Ville_0253,1,0
Ville_0254,1,1
Ville_0255,0,1
Ville_0256,2,2
Ville_0257,0,0
Ville_0258,2,2
Ville_0259,3,3
Ville_0260,0,3
Ville_0261,1,0
Ville_0262,2,3
Ville_0263,1,0
Ville_0264,2,2
Ville_0265,1,2
Ville_0266,1,2
Ville_0267,1,0
Ville_0268,1,0
Ville_0269,3,0
Ville_0270,3,3
Ville_0271,0,3
Ville_0272,3,2
Ville_0273,1,0
Ville_0274,2,0
Ville_0275,0,3
Ville_0276,2,1
Ville_0277,0,2
Ville_0278,0,1
Ville_0279,3,0
Ville_0280,0,3
Ville_0281,0,1
Ville_0282,3,2
Ville_0283,0,3
Ville_0284,0,1
Ville_0285,0,0
Ville_0286,0,3
Ville_0287,1,3
Ville_0288,1,1
Ville_0289,3,1
Ville_0290,2,2
Ville_0291,2,0
Ville_0292,0,3
Ville_0293,1,2
Ville_0294,1,3
Ville_0295,2,0
Ville_0296,0,3
Ville_0297,0,3
Ville_0298,0,3
Ville_0299,0,1
Ville_0300,3,3
Ville_0301,3,1
Ville_0302,0,0
Ville_0303,1,0
Ville_0304,1,0
Ville_0305,3,0
Ville_0306,1,3
Ville_0307,1,2
Ville_0308,2,2
Ville_0309,1,2
Ville_0310,3,1
Ville_0311,2,2
Ville_0312,3,0
Ville_0313,0,1
Ville_0314,0,2
Ville_0315,1,2
Ville_0316,1,2
Ville_0317,1,3
Ville_0318,0,0
Ville_0319,1,1
Ville_0320,3,2
Ville_0321,1,0
Ville_0322,1,2
Ville_0323,3,3
Ville_0324,0,1
Ville_0325,3,3
Ville_0326,0,1
Ville_0327,2,1
Ville_0328,3,2
Ville_0329,1,2
Ville_0330,0,2
Ville_0331,2,1
Ville_0332,3,2
Ville_0333,0,3
Ville_0334,2,2
Ville_0335,0,1
Ville_0336,3,2
Ville_0337,1,0
Ville_0338,2,3
Ville_0339,3,1
Ville_0340,2,2
Ville_0341,3,3
Ville_0342,1,1
Ville_0343,1,1
Ville_0344,3,0
Ville_0345,3,3
Ville_0346,3,3
Ville_0347,2,0
Ville_0348,1,2
Ville_0349,2,3
Ville_0350,1,1
Ville_0351,0,2
Ville_0352,1,3
Ville_0353,1,1
Ville_0354,3,1
Ville_0355,0,3
Ville_0356,3,3
Ville_0357,0,3
Ville_0358,3,1
Ville_0359,1,2
Ville_0360,3,1
Ville_0361,1,1
Ville_0362,2,3
Ville_0363,3,3
Ville_0364,3,3
Ville_0365,1,2
Ville_0366,3,0
Ville_0367,2,0
Ville_0368,1,2
Ville_0369,1,0
Ville_0370,2,1
Ville_0371,0,2
Ville_0372,1,1
Ville_0373,0,1
Ville_0374,1,3
Ville_0375,0,0
Ville_0376,0,0
Ville_0377,2,2
Ville_0378,0,3
Ville_0379,3,1
Ville_0380,0,2
Ville_0381,1,0
Ville_0382,2,0
Ville_0383,1,2
Ville_0384,0,0
Ville_0385,1,3
Ville_0386,2,1
Ville_0387,3,1
Ville_0388,0,3
Ville_0389,2,3
Ville_0390,2,1
Ville_0391,1,2
Ville_0392,0,2
Ville_0393,1,0
Ville_0394,1,1
Ville_0395,2,1
Ville_0396,0,3
Ville_0397,3,3
Ville_0398,0,2
Ville_0399,3,1
Ville_0400,0,2
Ville_0401,3,1
Ville_0402,0,0
Ville_0403,3,2
Ville_0404,1,0
Ville_0405,3,3
Ville_0406,3,0
Ville_0407,3,2
Ville_0408,3,1
Ville_0409,2,0
Ville_0410,2,1
Ville_0411,2,3
Ville_0412,2,0
Ville_0413,1,2
Ville_0414,1,0
Ville_0415,1,3
Ville_0416,2,3
Ville_0417,0,0
Ville_0418,0,3
Ville_0419,3,3
Ville_0420,1,1
Ville_0421,0,3
Ville_0422,2,0
Ville_0423,1,3
Ville_0424,0,1
Ville_0425,0,1
Ville_0426,2,0
Ville_0427,1,3
Ville_0428,1,1
Ville_0429,3,0
Ville_0430,1,2
Ville_0431,1,2
Ville_0432,2,2
Ville_0433,3,2
Ville_0434,0,2
Ville_0435,3,3
Ville_0436,0,3
Ville_0437,3,1
Ville_0438,1,2
Ville_0439,0,0
Ville_0440,3,3
Ville_0441,2,0
Ville_0442,0,3
Ville_0443,0,2
Ville_0444,0,3
Ville_0445,1,1
Ville_0446,2,0
Ville_0447,2,2
Ville_0448,3,1
Ville_0449,2,0
Ville_0450,0,2
Ville_0451,0,2
Ville_0452,2,0
Ville_0453,0,2
Ville_0454,3,2
Ville_0455,2,3
Ville_0456,2,1
Ville_0457,0,3
Ville_0458,0,3
Ville_0459,3,0
Ville_0460,0,2
Ville_0461,0,1
Ville_0462,0,2
Ville_0463,2,2
Ville_0464,0,2
Ville_0465,0,1
Ville_0466,1,1
Ville_0467,0,0
Ville_0468,1,3
Ville_0469,3,1
Ville_0470,0,1
Ville_0471,2,3
Ville_0472,2,0
Ville_0473,3,0
Ville_0474,1,3
Ville_0475,2,1
Ville_0476,2,0
Ville_0477,3,2
Ville_0478,3,1
Ville_0479,1,1
Ville_0480,2,3
Ville_0481,1,1
Ville_0482,0,1
Ville_0483,3,2
Ville_0484,2,0
Ville_0485,0,3
Ville_0486,3,0
Ville_0487,3,0
Ville_0488,1,0
Ville_0489,0,0
Ville_0490,2,1
Ville_0491,0,0
Ville_0492,1,1
Ville_0493,3,3
Ville_0494,0,0
Ville_0495,2,2
Ville_0496,2,0
Ville_0497,2,1
Ville_0498,3,1
Ville_0499,1,0
Ville_0500,0,3
Ville_0501,0,2
Ville_0502,3,1
Ville_0503,1,0
Ville_0504,2,1
Ville_0505,3,0
Ville_0506,3,3
Ville_0507,2,2
Ville_0508,2,2
Ville_0509,3,0
Ville_0510,1,1
Ville_0511,0,3
Ville_0512,0,2
Ville_0513,3,0
Ville_0514,2,1
Ville_0515,2,3
Ville_0516,3,3
Ville_0517,3,1
Ville_0518,3,1
Ville_0519,1,2
Ville_0520,3,0
Ville_0521,2,1
Ville_0522,0,1
Ville_0523,3,0
Ville_0524,2,0
Ville_0525,1,2
Ville_0526,3,3
Ville_0527,0,1
Ville_0528,3,3
Ville_0529,0,2
Ville_0530,0,3
Ville_0531,1,0
Ville_0532,3,3
Ville_0533,1,3
Ville_0534,0,2
Ville_0535,0,1
Ville_0536,0,3
Ville_0537,2,0
Ville_0538,0,0
Ville_0539,1,0
Ville_0540,0,1
Ville_0541,0,1
Ville_0542,0,1
Ville_0543,2,1
Ville_0544,0,2
Ville_0545,2,1
Ville_0546,1,3
Ville_0547,2,3
Ville_0548,2,1
Ville_0549,0,1
Ville_0550,3,0
Ville_0551,0,3
Ville_0552,0,1
Ville_0553,3,2
Ville_0554,3,2
Ville_0555,2,2
Ville_0556,2,1
Ville_0557,0,2
Ville_0558,2,2
Ville_0559,2,2
Ville_0560,1,0
Ville_0561,0,0
Ville_0562,0,3
Ville_0563,2,2
Ville_0564,1,2
Ville_0565,2,2
Ville_0566,3,3
Ville_0567,1,1
Ville_0568,2,1
Ville_0569,0,3
Ville_0570,3,0
Ville_0571,2,3
Ville_0572,3,0
Ville_0573,1,3
Ville_0574,0,3
Ville_0575,1,2
Ville_0576,3,0
Ville_0577,3,0
Ville_0578,2,3
Ville_0579,1,3
Ville_0580,3,0
Ville_0581,1,1
Ville_0582,2,0
Ville_0583,2,2
Ville_0584,0,0
Ville_0585,2,1
Ville_0586,0,0
Ville_0587,3,1
Ville_0588,0,3
Ville_0589,3,0
Ville_0590,2,3
Ville_0591,0,2
Ville_0592,3,0
Ville_0593,2,1
Ville_0594,1,2
Ville_0595,2,0
Ville_0596,1,1
Ville_0597,2,2
Ville_0598,3,2
Ville_0599,0,3
Ville_0600,2,2
Ville_0601,1,0
Ville_0602,2,3
Ville_0603,0,2
Ville_0604,3,0
Ville_0605,0,3
Ville_0606,3,2
Ville_0607,3,1
Ville_0608,3,2
Ville_0609,3,0
Ville_0610,1,1
Ville_0611,2,3
Ville_0612,2,3
Ville_0613,3,0
Ville_0614,2,3
Ville_0615,0,1
Ville_0616,1,3
Ville_0617,3,0
Ville_0618,2,1
Ville_0619,0,0
Ville_0620,1,1
Ville_0621,0,2
Ville_0622,3,3
Ville_0623,1,1
Ville_0624,1,1
Ville_0625,3,1
Ville_0626,1,1
Ville_0627,3,2
Ville_0628,2,0
Ville_0629,1,1
Ville_0630,2,1
Ville_0631,1,3
Ville_0632,3,3
Ville_0633,1,2
Ville_0634,1,3
Ville_0635,3,1
Ville_0636,1,1
Ville_0637,2,1
Ville_0638,0,1
Ville_0639,1,1
Ville_0640,0,0
Ville_0641,2,0
Ville_0642,0,3
Ville_0643,1,1
Ville_0644,1,2
Ville_0645,2,1
Ville_0646,1,2
Ville_0647,3,0
Ville_0648,1,0
Ville_0649,3,2
Ville_0650,2,0
Ville_0651,2,2
Ville_0652,2,1
Ville_0653,3,0
Ville_0654,3,2
Ville_0655,3,0
Ville_0656,1,1
Ville_0657,0,0
Ville_0658,0,3
Ville_0659,2,1
Ville_0660,1,1
Ville_0661,1,3
Ville_0662,1,1
Ville_0663,3,3
Ville_0664,3,3
Ville_0665,1,1
Ville_0666,0,3
Ville_0667,0,3
Ville_0668,3,2
Ville_0669,3,0
Ville_0670,3,0
Ville_0671,1,2
Ville_0672,0,1
Ville_0673,3,0
Ville_0674,2,2
Ville_0675,1,2
Ville_0676,1,2
Ville_0677,0,0
Ville_0678,3,2
Ville_0679,0,1
Ville_0680,3,2
Ville_0681,0,3
Ville_0682,3,2
Ville_0683,1,3
Ville_0684,3,3
Ville_0685,1,2
Ville_0686,0,3
Ville_0687,1,0
Ville_0688,0,1
Ville_0689,3,1
Ville_0690,2,3
Ville_0691,2,3
Ville_0692,0,2
Ville_0693,3,2
Ville_0694,2,3
Ville_0695,1,0
Ville_0696,1,3
Ville_0697,2,0
Ville_0698,2,3
Ville_0699,0,2
Ville_0700,2,0
Ville_0701,2,1
Ville_0702,1,3
Ville_0703,3,2
Ville_0704,1,1
Ville_0705,1,1
Ville_0706,2,3
Ville_0707,0,1
Ville_0708,0,1
Ville_0709,0,0
Ville_0710,2,2
Ville_0711,2,1
Ville_0712,2,0
Ville_0713,0,0
Ville_0714,1,3
Ville_0715,3,1
Ville_0716,1,1
Ville_0717,2,3
Ville_0718,2,1
Ville_0719,1,2
Ville_0720,3,3
Ville_0721,3,0
Ville_0722,1,1
Ville_0723,1,3
Ville_0724,3,0
Ville_0725,2,2
Ville_0726,0,3
Ville_0727,0,3
Ville_0728,0,1
Ville_0729,2,2
Ville_0730,3,2
Ville_0731,3,2
Ville_0732,3,0
Ville_0733,2,3
Ville_0734,3,2
Ville_0735,3,1
Ville_0736,1,0
Ville_0737,3,1
Ville_0738,1,3
Ville_0739,0,0
Ville_0740,0,1
Ville_0741,3,0
Ville_0742,3,3
Ville_0743,1,0
Ville_0744,0,3
Ville_0745,2,2
Ville_0746,2,3
Ville_0747,3,2
Ville_0748,2,3
Ville_0749,3,2
Ville_0750,2,2
Ville_0751,3,2
Ville_0752,0,1
Ville_0753,2,3
Ville_0754,3,2
Ville_0755,0,0
Ville_0756,0,3
Ville_0757,3,2
Ville_0758,3,1
Ville_0759,2,0
Ville_0760,2,0
Ville_0761,3,3
Ville_0762,2,2
Ville_0763,2,0
Ville_0764,1,1
Ville_0765,2,2
Ville_0766,2,0
Ville_0767,3,2
Ville_0768,0,1
Ville_0769,1,1
Ville_0770,3,3
Ville_0771,0,1
Ville_0772,2,3
Ville_0773,0,0
Ville_0774,3,0
Ville_0775,1,3
Ville_0776,1,0
Ville_0777,2,2
Ville_0778,1,1
Ville_0779,3,0
Ville_0780,1,0
Ville_0781,2,0
Ville_0782,1,0
Ville_0783,2,0
Ville_0784,1,2
Ville_0785,0,3
Ville_0786,0,3
Ville_0787,3,3
Ville_0788,1,2
Ville_0789,2,1
Ville_0790,2,0
Ville_0791,1,2
Ville_0792,3,2
Ville_0793,0,2
Ville_0794,2,0
Ville_0795,3,1
Ville_0796,2,3
Ville_0797,3,2
Ville_0798,0,2
Ville_0799,3,1
Ville_0800,2,0
Ville_0801,2,0
Ville_0802,1,3
Ville_0803,0,1
Ville_0804,2,2
Ville_0805,1,0
Ville_0806,1,0
Ville_0807,2,1
Ville_0808,2,2
Ville_0809,0,3
Ville_0810,1,2
Ville_0811,1,0
Ville_0812,1,0
Ville_0813,3,3
Ville_0814,3,2
Ville_0815,3,3
Ville_0816,2,2
Ville_0817,0,2
Ville_0818,0,3
Ville_0819,2,1
Ville_0820,1,0
Ville_0821,1,2
Ville_0822,3,2
Ville_0823,0,3
Ville_0824,1,1
Ville_0825,1,1
Ville_0826,3,0
Ville_0827,2,3
Ville_0828,2,1
Ville_0829,3,3
Ville_0830,3,2
Ville_0831,1,0
Ville_0832,3,1
Ville_0833,0,3
Ville_0834,3,1
Ville_0835,1,0
Ville_0836,2,0
Ville_0837,0,3
Ville_0838,1,2
Ville_0839,1,3
Ville_0840,2,2
Ville_0841,2,3
Ville_0842,0,3
Ville_0843,1,1
Ville_0844,1,3
Ville_0845,1,1
Ville_0846,3,0
Ville_0847,3,0
Ville_0848,1,1
Ville_0849,1,3
Ville_0850,0,0
Ville_0851,3,2
Ville_0852,2,3
Ville_0853,0,2
Ville_0854,3,3
Ville_0855,2,2
Ville_0856,0,3
Ville_0857,3,3
Ville_0858,2,2
Ville_0859,1,0
Ville_0860,0,3
Ville_0861,1,3
Ville_0862,0,2
Ville_0863,0,2
Ville_0864,3,0
Ville_0865,2,2
Ville_0866,3,1
Ville_0867,3,1
Ville_0868,2,3
Ville_0869,3,1
Ville_0870,0,1
Ville_0871,0,3
Ville_0872,3,0
Ville_0873,1,1
Ville_0874,3,0
Ville_0875,1,0
Ville_0876,0,2
Ville_0877,0,0
Ville_0878,1,3
Ville_0879,0,1
Ville_0880,0,3
Ville_0881,0,3
Ville_0882,3,0
Ville_0883,0,0
Ville_0884,3,1
Ville_0885,1,3
Ville_0886,1,1
Ville_0887,3,1
Ville_0888,1,2
Ville_0889,3,2
Ville_0890,3,0
Ville_0891,1,2
Ville_0892,0,3
Ville_0893,3,2
Ville_0894,3,3
Ville_0895,1,1
Ville_0896,2,2
Ville_0897,3,0
Ville_0898,3,3
Ville_0899,1,0
Ville_0900,1,1
Ville_0901,0,2
Ville_0902,2,2
Ville_0903,0,2
Ville_0904,3,0
Ville_0905,2,1
Ville_0906,0,3
Ville_0907,1,2
Ville_0908,2,2
Ville_0909,0,2
Ville_0910,2,1
Ville_0911,0,0
Ville_0912,2,0
Ville_0913,2,3
Ville_0914,0,0
Ville_0915,1,1
Ville_0916,2,0
Ville_0917,1,3
Ville_0918,3,0
Ville_0919,2,3
Ville_0920,0,0
Ville_0921,3,3
Ville_0922,3,0
Ville_0923,1,1
Ville_0924,2,2
Ville_0925,2,3
Ville_0926,2,2
Ville_0927,3,3
Ville_0928,2,0
Ville_0929,1,3
Ville_0930,3,2
Ville_0931,0,0
Ville_0932,3,1
Ville_0933,1,2
Ville_0934,3,1
Ville_0935,3,1
Ville_0936,0,2
Ville_0937,3,2
Ville_0938,3,1
Ville_0939,1,3
Ville_0940,1,0
Ville_0941,3,1
Ville_0942,0,1
Ville_0943,0,2
Ville_0944,2,2
Ville_0945,1,1
Ville_0946,1,1
Ville_0947,2,0
Ville_0948,3,2
Ville_0949,0,2
Ville_0950,2,1
Ville_0951,3,3
Ville_0952,0,3
Ville_0953,1,2
Ville_0954,2,3
Ville_0955,3,2
Ville_0956,3,1
Ville_0957,0,2
Ville_0958,2,2
Ville_0959,0,3
Ville_0960,2,0
Ville_0961,3,0
Ville_0962,3,0
Ville_0963,2,0
Ville_0964,1,1
Ville_0965,0,0
Ville_0966,3,0
Ville_0967,2,0
Ville_0968,1,2
Ville_0969,2,3
Ville_0970,3,0
Ville_0971,2,1
Ville_0972,3,3
Ville_0973,2,0
Ville_0974,1,1
Ville_0975,3,2
Ville_0976,1,1
Ville_0977,0,1
Ville_0978,3,2
Ville_0979,0,3
Ville_0980,1,0
Ville_0981,1,3
Ville_0982,3,3
Ville_0983,3,0
Ville_0984,3,3
Ville_0985,3,3
Ville_0986,0,0
Ville_0987,1,2
Ville_0988,3,1
Ville_0989,2,1
Ville_0990,0,1
Ville_0991,1,1
Ville_0992,1,2
Ville_0993,0,0
Ville_0994,1,3
Ville_0995,3,1
Ville_0996,3,3
Ville_0997,2,0
Ville_0998,0,3
Ville_0999,3,0
Ville_1000,2,1
Ville_1001,2,2
Ville_1002,3,0
Ville_1003,2,2
Ville_1004,0,1
Ville_1005,1,1
Ville_1006,2,0
Ville_1007,3,2
Ville_1008,3,2
Ville_1009,3,2
Ville_1010,1,3
Ville_1011,0,0
Ville_1012,3,1
Ville_1013,3,1
Ville_1014,3,1
Ville_1015,0,2
Ville_1016,3,2
Ville_1017,2,1
Ville_1018,1,3
Ville_1019,3,3
Ville_1020,2,0
Ville_1021,2,0
Ville_1022,0,1
Ville_1023,2,0
Ville_1024,1,2
Ville_1025,2,0
Ville_1026,1,2
Ville_1027,2,2
Ville_1028,3,3
Ville_1029,1,1
Ville_1030,1,0
Ville_1031,2,3
Ville_1032,1,1
Ville_1033,0,2
Ville_1034,2,2
Ville_1035,3,0
Ville_1036,2,3
Ville_1037,2,1
Ville_1038,1,2
Ville_1039,0,0
Ville_1040,2,3
Ville_1041,3,2
Ville_1042,1,0
Ville_1043,1,0
Ville_1044,2,0
Ville_1045,2,2
Ville_1046,1,3
Ville_1047,3,3
Ville_1048,3,0
Ville_1049,1,0
Ville_1050,2,0
Ville_1051,0,0
Ville_1052,3,1
Ville_1053,0,2
Ville_1054,1,0
Ville_1055,2,0
Ville_1056,0,2
Ville_1057,1,3
Ville_1058,3,3
Ville_1059,1,0
Ville_1060,0,3
Ville_1061,0,3
Ville_1062,0,0
Ville_1063,3,2
Ville_1064,3,2
Ville_1065,1,2
Ville_1066,3,0
Ville_1067,3,0
Ville_1068,1,3
Ville_1069,1,1
Ville_1070,0,2
Ville_1071,2,1
Ville_1072,1,0
Ville_1073,3,0
Ville_1074,0,1
Ville_1075,1,0
Ville_1076,1,3
Ville_1077,2,2
Ville_1078,0,2
Ville_1079,1,1
Ville_1080,2,0
Ville_1081,0,2
Ville_1082,1,0
Ville_1083,3,3
Ville_1084,3,0
Ville_1085,0,2
Ville_1086,0,2
Ville_1087,2,1
Ville_1088,0,0
Ville_1089,3,3
Ville_1090,1,1
Ville_1091,1,1
Ville_1092,1,1
Ville_1093,2,0
Ville_1094,0,2
Ville_1095,1,1
Ville_1096,1,1
Ville_1097,0,2
Ville_1098,3,1
Ville_1099,0,0
Ville_1100,0,0
Ville_1101,0,1
Ville_1102,2,2
Ville_1103,1,1
Ville_1104,0,1
Ville_1105,1,1
Ville_1106,2,1
Ville_1107,3,0
Ville_1108,1,1
Ville_1109,1,2
Ville_1110,2,3
Ville_1111,2,2
Ville_1112,1,1
Ville_1113,2,1
Ville_1114,3,2
Ville_1115,2,3
Ville_1116,3,0
Ville_1117,1,2
Ville_1118,3,3
Ville_1119,1,2
Ville_1120,1,0
Ville_1121,2,1
Ville_1122,3,3
Ville_1123,3,1
Ville_1124,2,2
Ville_1125,1,3
Ville_1126,1,2
Ville_1127,3,0
Ville_1128,2,1
Ville_1129,3,3
Ville_1130,2,2
Ville_1131,0,2
Ville_1132,3,3
Ville_1133,1,2
Ville_1134,1,0
Ville_1135,3,3
Ville_1136,2,0
Ville_1137,2,3
Ville_1138,2,1
Ville_1139,1,3
Ville_1140,2,1
Ville_1141,2,3
Ville_1142,2,3
Ville_1143,3,2
Ville_1144,1,2
Ville_1145,1,3
Ville_1146,1,2
Ville_1147,1,1
Ville_1148,2,1
Ville_1149,3,3
Ville_1150,1,2
Ville_1151,0,2
Ville_1152,3,0
Ville_1153,1,3
Ville_1154,3,1
Ville_1155,1,2
Ville_1156,2,1
Ville_1157,2,3
Ville_1158,2,3
Ville_1159,1,0
Ville_1160,3,0
Ville_1161,3,1
Ville_1162,2,3
Ville_1163,1,0
Ville_1164,3,0
Ville_1165,2,1
Ville_1166,0,0
Ville_1167,3,1
Ville_1168,3,0
Ville_1169,0,1
Ville_1170,0,3
Ville_1171,1,3
Ville_1172,1,3
Ville_1173,0,3
Ville_1174,1,0
Ville_1175,0,2
Ville_1176,3,3
Ville_1177,0,1
Ville_1178,3,2
Ville_1179,1,0
Ville_1180,1,0
Ville_1181,2,3
Ville_1182,1,2
Ville_1183,3,3
Ville_1184,1,2
Ville_1185,2,1
Ville_1186,1,3
Ville_1187,2,2
Ville_1188,3,1
Ville_1189,1,0
Ville_1190,3,1
Ville_1191,2,0
Ville_1192,1,3
Ville_1193,2,0
Ville_1194,0,1
Ville_1195,3,3
Ville_1196,2,3
Ville_1197,0,3
Ville_1198,3,0
Ville_1199,3,1
Ville_1200,1,2
Ville_1201,1,0
Ville_1202,0,0
Ville_1203,3,0
Ville_1204,1,2
Ville_1205,0,0
Ville_1206,3,1
Ville_1207,2,0
Ville_1208,0,1
Ville_1209,1,1
Ville_1210,2,2
Ville_1211,1,3
Ville_1212,3,3
Ville_1213,1,2
Ville_1214,0,2
Ville_1215,0,2
Ville_1216,0,0
Ville_1217,0,3
Ville_1218,3,1
Ville_1219,0,0
Ville_1220,2,0
Ville_1221,0,3
Ville_1222,0,2
Ville_1223,0,0
Ville_1224,0,2
Ville_1225,1,0
Ville_1226,1,3
Ville_1227,3,0
Ville_1228,3,0
Ville_1229,0,0
Ville_1230,1,2
Ville_1231,1,0
Ville_1232,1,2
Ville_1233,2,2
Ville_1234,2,1
Ville_1235,0,1
Ville_1236,2,1
Ville_1237,0,3
Ville_1238,0,3
Ville_1239,0,3
Ville_1240,0,1
Ville_1241,3,0
Ville_1242,0,2
Ville_1243,3,0
Ville_1244,0,3
Ville_1245,0,1
Ville_1246,1,0
Ville_1247,2,0
Ville_1248,1,2
Ville_1249,3,0
Ville_1250,1,0
Ville_1251,2,0
Ville_1252,0,1
Ville_1253,3,2
Ville_1254,2,1
Ville_1255,3,0
Ville_1256,1,3
Ville_1257,3,2
Ville_1258,3,3
Ville_1259,2,3
Ville_1260,1,0
Ville_1261,1,0
Ville_1262,0,3
Ville_1263,2,0
Ville_1264,3,0
Ville_1265,2,1
Ville_1266,1,1
Ville_1267,0,2
Ville_1268,2,0
Ville_1269,0,1
