Start_city,End_city,Distance
Ville_0956,Ville_0008,801
Ville_0008,Ville_0704,1004
Ville_0704,Ville_0900,2259
Ville_0900,Ville_0639,2121
Ville_0639,Ville_0799,1766
Ville_0799,Ville_0768,845
Ville_0768,Ville_0490,1212
Ville_0490,Ville_0301,467
Ville_0301,Ville_0733,1456
Ville_0733,Ville_0621,1869
Ville_0621,Ville_0228,1686
Ville_0228,Ville_0884,2196
Ville_0884,Ville_0137,2760
Ville_0137,Ville_0204,2833
Ville_0204,Ville_0053,1017
Ville_0053,Ville_0372,2719
Ville_0372,Ville_0153,1309
Ville_0153,Ville_0417,247
Ville_0417,Ville_0504,1698
Ville_0504,Ville_0428,2931
Ville_0428,Ville_0139,1901
Ville_0139,Ville_0283,1459
Ville_0283,Ville_0632,2443
Ville_0632,Ville_0142,1071
Ville_0142,Ville_0216,2622
Ville_0216,Ville_0113,1136
Ville_0113,Ville_0693,538
Ville_0693,Ville_0547,1450
Ville_0547,Ville_0861,2817
Ville_0861,Ville_0501,2720
Ville_0501,Ville_0232,1106
Ville_0232,Ville_0701,1658
Ville_0701,Ville_0868,260
Ville_0868,Ville_0611,1310
Ville_0611,Ville_0993,2377
Ville_0993,Ville_0121,186
Ville_0121,Ville_0409,2282
Ville_0409,Ville_0239,1587
Ville_0239,Ville_0435,744
Ville_0435,Ville_0322,169
Ville_0322,Ville_0515,144
Ville_0515,Ville_0755,2728
Ville_0755,Ville_0642,443
Ville_0642,Ville_0408,1730
Ville_0408,Ville_0392,2723
Ville_0392,Ville_0825,2527
Ville_0825,Ville_0631,2543
Ville_0631,Ville_0930,907
Ville_0930,Ville_0132,2279
Ville_0132,Ville_0765,471
Ville_0765,Ville_0325,91
Ville_0325,Ville_0043,1038
Ville_0043,Ville_0829,2430
Ville_0829,Ville_0572,1399
Ville_0572,Ville_0948,1990
Ville_0948,Ville_0937,2237
Ville_0937,Ville_0942,1149
Ville_0942,Ville_0714,490
Ville_0714,Ville_0550,1425
Ville_0550,Ville_0925,2467
Ville_0925,Ville_0902,1602
Ville_0902,Ville_0158,489
Ville_0158,Ville_0672,427
Ville_0672,Ville_0353,1680
Ville_0353,Ville_0736,1975
Ville_0736,Ville_0706,1522
Ville_0706,Ville_0042,1476
Ville_0042,Ville_0929,73
Ville_0929,Ville_0422,1994
Ville_0422,Ville_0526,375
Ville_0526,Ville_0433,2964
Ville_0433,Ville_0969,660
Ville_0969,Ville_0211,1708
Ville_0211,Ville_0583,2066
Ville_0583,Ville_0033,1069
Ville_0033,Ville_0324,771
Ville_0324,Ville_0148,2845
Ville_0148,Ville_0832,1294
Ville_0832,Ville_0961,909
Ville_0961,Ville_0688,626
Ville_0688,Ville_0964,1154
Ville_0964,Ville_0328,2670
Ville_0328,Ville_0446,1584
Ville_0446,Ville_0235,586
Ville_0235,Ville_0174,194
Ville_0174,Ville_0327,404
Ville_0327,Ville_0255,1036
Ville_0255,Ville_0496,2795
Ville_0496,Ville_0807,63
Ville_0807,Ville_0088,303
Ville_0088,Ville_0728,1718
Ville_0728,Ville_0995,768
Ville_0995,Ville_0045,1957
Ville_0045,Ville_0617,1011
Ville_0617,Ville_0498,2474
Ville_0498,Ville_0475,1022
Ville_0475,Ville_0282,798
Ville_0282,Ville_0660,2569
Ville_0660,Ville_0128,2826
Ville_0128,Ville_0773,1657
Ville_0773,Ville_0410,1638
Ville_0410,Ville_0288,1338
Ville_0288,Ville_0729,1718
Ville_0729,Ville_0383,1532
Ville_0383,Ville_0975,2078
Ville_0975,Ville_0005,555
Ville_0005,Ville_0348,2090
Ville_0348,Ville_0080,160
Ville_0080,Ville_0040,2005
Ville_0040,Ville_0180,541
Ville_0180,Ville_0424,526
Ville_0424,Ville_0105,967
Ville_0105,Ville_0624,2262
Ville_0624,Ville_0846,2433
Ville_0846,Ville_0797,2548
Ville_0797,Ville_0477,2928
Ville_0477,Ville_0610,1594
Ville_0610,Ville_0474,445
Ville_0474,Ville_0718,221
Ville_0718,Ville_0344,2281
Ville_0344,Ville_0170,896
Ville_0170,Ville_0440,496
Ville_0440,Ville_0946,1642
Ville_0946,Ville_0202,2990
Ville_0202,Ville_0751,1902
Ville_0751,Ville_0682,2631
Ville_0682,Ville_0163,1609
Ville_0163,Ville_0865,453
Ville_0865,Ville_0479,2998
Ville_0479,Ville_0010,552
Ville_0010,Ville_0143,2657
Ville_0143,Ville_0286,1704
Ville_0286,Ville_0285,330
Ville_0285,Ville_0066,2316
Ville_0066,Ville_0538,2950
Ville_0538,Ville_0264,600
Ville_0264,Ville_0579,1253
Ville_0579,Ville_0018,2126
Ville_0018,Ville_0351,78
Ville_0351,Ville_0851,1894
Ville_0851,Ville_0741,2288
Ville_0741,Ville_0586,922
Ville_0586,Ville_0980,1081
Ville_0980,Ville_0027,1646
Ville_0027,Ville_0730,2162
Ville_0730,Ville_0600,962
Ville_0600,Ville_0201,1058
Ville_0201,Ville_0806,2637
Ville_0806,Ville_0058,1830
Ville_0058,Ville_0320,183
Ville_0320,Ville_0200,1676
Ville_0200,Ville_0634,1155
Ville_0634,Ville_0606,196
Ville_0606,Ville_0564,749
Ville_0564,Ville_0641,1808
Ville_0641,Ville_0263,2970
Ville_0263,Ville_0378,1592
Ville_0378,Ville_0864,2745
Ville_0864,Ville_0022,743
Ville_0022,Ville_0637,2725
Ville_0637,Ville_0134,1955
Ville_0134,Ville_0452,2881
Ville_0452,Ville_0596,2834
Ville_0596,Ville_0699,64
Ville_0699,Ville_0329,2790
Ville_0329,Ville_0095,1734
Ville_0095,Ville_0987,2254
Ville_0987,Ville_0597,2956
Ville_0597,Ville_0770,138
Ville_0770,Ville_0147,1626
Ville_0147,Ville_0890,1784
Ville_0890,Ville_0243,2703
Ville_0243,Ville_0719,98
Ville_0719,Ville_0190,432
Ville_0190,Ville_0957,950
Ville_0957,Ville_0853,733
Ville_0853,Ville_0510,1982
Ville_0510,Ville_0855,1888
Ville_0855,Ville_0220,1024
Ville_0220,Ville_0912,434
Ville_0912,Ville_0125,825
Ville_0125,Ville_0932,892
Ville_0932,Ville_0922,1850
Ville_0922,Ville_0038,1105
Ville_0038,Ville_0992,1446
Ville_0992,Ville_0938,2875
Ville_0938,Ville_0165,2799
Ville_0165,Ville_0568,503
Ville_0568,Ville_0104,454
Ville_0104,Ville_0025,2293
Ville_0025,Ville_0075,1989
Ville_0075,Ville_0782,1958
Ville_0782,Ville_0880,1015
Ville_0880,Ville_0903,2680
Ville_0903,Ville_0759,861
Ville_0759,Ville_0754,1000
Ville_0754,Ville_0721,1467
Ville_0721,Ville_0740,1210
Ville_0740,Ville_0783,1369
Ville_0783,Ville_0636,2011
Ville_0636,Ville_0347,751
Ville_0347,Ville_0056,408
Ville_0056,Ville_0439,2273
Ville_0439,Ville_0869,2318
Ville_0869,Ville_0457,401
Ville_0457,Ville_0546,2083
Ville_0546,Ville_0035,1500
Ville_0035,Ville_0647,987
Ville_0647,Ville_0107,1034
Ville_0107,Ville_0587,2383
Ville_0587,Ville_0151,1605
Ville_0151,Ville_0569,388
Ville_0569,Ville_0464,2427
Ville_0464,Ville_0910,2647
Ville_0910,Ville_0662,1205
Ville_0662,Ville_0831,474
Ville_0831,Ville_0787,326
Ville_0787,Ville_0927,77
Ville_0927,Ville_0198,1499
Ville_0198,Ville_0064,1595
Ville_0064,Ville_0399,2010
Ville_0399,Ville_0694,945
Ville_0694,Ville_0130,1424
Ville_0130,Ville_0171,926
Ville_0171,Ville_0530,62
Ville_0530,Ville_0565,1086
Ville_0565,Ville_0296,2621
Ville_0296,Ville_0527,2059
Ville_0527,Ville_0048,59
Ville_0048,Ville_0404,616
Ville_0404,Ville_0199,1074
Ville_0199,Ville_0468,718
Ville_0468,Ville_0434,873
Ville_0434,Ville_0289,1234
Ville_0289,Ville_0217,2660
Ville_0217,Ville_0517,2416
Ville_0517,Ville_0118,1535
Ville_0118,Ville_0177,1259
Ville_0177,Ville_0986,2827
Ville_0986,Ville_0978,963
Ville_0978,Ville_0680,2070
Ville_0680,Ville_0447,1696
Ville_0447,Ville_0506,90
Ville_0506,Ville_0973,1817
Ville_0973,Ville_0358,1008
Ville_0358,Ville_0752,1961
Ville_0752,Ville_0769,2100
Ville_0769,Ville_0245,134
Ville_0245,Ville_0774,983
Ville_0774,Ville_0287,178
Ville_0287,Ville_0667,2037
Ville_0667,Ville_0030,1697
Ville_0030,Ville_0673,713
Ville_0673,Ville_0882,62
Ville_0882,Ville_0481,180
Ville_0481,Ville_0778,2292
Ville_0778,Ville_0503,2856
Ville_0503,Ville_0209,2111
Ville_0209,Ville_0414,1709
Ville_0414,Ville_0815,619
Ville_0815,Ville_0260,2444
Ville_0260,Ville_0483,134
Ville_0483,Ville_0841,1060
Ville_0841,Ville_0952,2325
Ville_0952,Ville_0988,534
Ville_0988,Ville_0398,2927
Ville_0398,Ville_0192,2775
Ville_0192,Ville_0004,554
Ville_0004,Ville_0626,192
Ville_0626,Ville_0463,905
Ville_0463,Ville_0184,2843
Ville_0184,Ville_0737,2370
Ville_0737,Ville_0734,1695
Ville_0734,Ville_0941,2059
Ville_0941,Ville_0415,976
Ville_0415,Ville_0875,200
Ville_0875,Ville_0578,101
Ville_0578,Ville_0963,869
Ville_0963,Ville_0513,2711
Ville_0513,Ville_0836,733
Ville_0836,Ville_0671,2716
Ville_0671,Ville_0406,2259
Ville_0406,Ville_0444,2016
Ville_0444,Ville_0625,1571
Ville_0625,Ville_0196,1851
Ville_0196,Ville_0920,2474
Ville_0920,Ville_0306,705
Ville_0306,Ville_0493,1400
Ville_0493,Ville_0786,1159
Ville_0786,Ville_0248,192
Ville_0248,Ville_0462,1057
Ville_0462,Ville_0471,2626
Ville_0471,Ville_0616,2882
Ville_0616,Ville_0253,2021
Ville_0253,Ville_0317,2131
Ville_0317,Ville_0816,1007
Ville_0816,Ville_0518,2008
Ville_0518,Ville_0772,289
Ville_0772,Ville_0850,1729
Ville_0850,Ville_0723,2497
Ville_0723,Ville_0837,745
Ville_0837,Ville_0509,767
Ville_0509,Ville_0907,2117
Ville_0907,Ville_0958,2453
Ville_0958,Ville_0502,2393
Ville_0502,Ville_0685,2880
Ville_0685,Ville_0315,1624
Ville_0315,Ville_0985,567
Ville_0985,Ville_0089,992
Ville_0089,Ville_0131,2420
Ville_0131,Ville_0369,1756
Ville_0369,Ville_0593,1527
Ville_0593,Ville_0254,180
Ville_0254,Ville_0469,1627
Ville_0469,Ville_0779,1262
Ville_0779,Ville_0677,918
Ville_0677,Ville_0845,1904
Ville_0845,Ville_0240,681
Ville_0240,Ville_0313,742
Ville_0313,Ville_0371,705
Ville_0371,Ville_0465,2345
Ville_0465,Ville_0149,135
Ville_0149,Ville_0764,2819
Ville_0764,Ville_0601,1074
Ville_0601,Ville_0397,2917
Ville_0397,Ville_0173,1467
Ville_0173,Ville_0909,2117
Ville_0909,Ville_0032,1871
Ville_0032,Ville_0261,1705
Ville_0261,Ville_0801,1504
Ville_0801,Ville_0627,689
Ville_0627,Ville_0690,1781
Ville_0690,Ville_0743,84
Ville_0743,Ville_0947,1530
Ville_0947,Ville_0146,1907
Ville_0146,Ville_0669,1376
Ville_0669,Ville_0749,1224
Ville_0749,Ville_0808,81
Ville_0808,Ville_0486,2792
Ville_0486,Ville_0735,2494
Ville_0735,Ville_0106,1843
Ville_0106,Ville_0545,846
Ville_0545,Ville_0711,1102
Ville_0711,Ville_0246,364
Ville_0246,Ville_0576,2571
Ville_0576,Ville_0997,659
Ville_0997,Ville_0119,2068
Ville_0119,Ville_0750,2757
Ville_0750,Ville_0346,2430
Ville_0346,Ville_0014,146
Ville_0014,Ville_0872,1502
Ville_0872,Ville_0556,460
Ville_0556,Ville_0598,2946
Ville_0598,Ville_0883,520
Ville_0883,Ville_0505,2654
Ville_0505,Ville_0724,2971
Ville_0724,Ville_0150,669
Ville_0150,Ville_0124,2904
Ville_0124,Ville_0953,1056
Ville_0953,Ville_0629,700
Ville_0629,Ville_0508,1867
Ville_0508,Ville_0374,670
Ville_0374,Ville_0120,2081
Ville_0120,Ville_0780,2926
Ville_0780,Ville_0230,967
Ville_0230,Ville_0161,680
Ville_0161,Ville_0427,1554
Ville_0427,Ville_0645,2236
Ville_0645,Ville_0144,716
Ville_0144,Ville_0205,2540
Ville_0205,Ville_0649,436
Ville_0649,Ville_0488,2447
Ville_0488,Ville_0333,1080
Ville_0333,Ville_0892,1608
Ville_0892,Ville_0179,58
Ville_0179,Ville_0570,593
Ville_0570,Ville_0049,155
Ville_0049,Ville_0968,569
Ville_0968,Ville_0361,1349
Ville_0361,Ville_0386,741
Ville_0386,Ville_0573,2126
Ville_0573,Ville_0603,123
Ville_0603,Ville_0708,566
Ville_0708,Ville_0236,2979
Ville_0236,Ville_0193,481
Ville_0193,Ville_0442,242
Ville_0442,Ville_0278,861
Ville_0278,Ville_0559,1050
Ville_0559,Ville_0802,2123
Ville_0802,Ville_0155,300
Ville_0155,Ville_0267,1884
Ville_0267,Ville_0079,1157
Ville_0079,Ville_0954,1441
Ville_0954,Ville_0860,2296
Ville_0860,Ville_0633,2331
Ville_0633,Ville_0873,1998
Ville_0873,Ville_0620,2595
Ville_0620,Ville_0712,1367
Ville_0712,Ville_0270,2918
Ville_0270,Ville_0574,2868
Ville_0574,Ville_0767,1002
Ville_0767,Ville_0122,911
Ville_0122,Ville_0031,481
Ville_0031,Ville_0727,148
Ville_0727,Ville_0549,1612
Ville_0549,Ville_0307,1024
Ville_0307,Ville_0472,1586
Ville_0472,Ville_0068,2688
Ville_0068,Ville_0852,2450
Ville_0852,Ville_0331,2327
Ville_0331,Ville_0791,114
Ville_0791,Ville_0812,1138
Ville_0812,Ville_0652,1126
Ville_0652,Ville_0521,915
Ville_0521,Ville_0979,2636
Ville_0979,Ville_0276,1594
Ville_0276,Ville_0449,2628
Ville_0449,Ville_0809,1316
Ville_0809,Ville_0070,466
Ville_0070,Ville_0233,2782
Ville_0233,Ville_0924,510
Ville_0924,Ville_0416,906
Ville_0416,Ville_0663,226
Ville_0663,Ville_0934,1122
Ville_0934,Ville_0390,1044
Ville_0390,Ville_0046,2534
Ville_0046,Ville_0338,2937
Ville_0338,Ville_0418,2766
Ville_0418,Ville_0141,2305
Ville_0141,Ville_0097,2916
Ville_0097,Ville_0563,762
Ville_0563,Ville_0336,835
Ville_0336,Ville_0887,817
Ville_0887,Ville_0206,2915
Ville_0206,Ville_0047,1438
Ville_0047,Ville_0145,202
Ville_0145,Ville_0110,1643
Ville_0110,Ville_0838,1508
Ville_0838,Ville_0379,575
Ville_0379,Ville_0998,2259
Ville_0998,Ville_0212,107
Ville_0212,Ville_0928,2848
Ville_0928,Ville_0984,84
Ville_0984,Ville_0800,258
Ville_0800,Ville_0554,581
Ville_0554,Ville_0996,2091
Ville_0996,Ville_0906,98
Ville_0906,Ville_0960,1081
Ville_0960,Ville_0123,2647
Ville_0123,Ville_0280,2557
Ville_0280,Ville_0222,2784
Ville_0222,Ville_0407,471
Ville_0407,Ville_0265,1200
Ville_0265,Ville_0899,1976
Ville_0899,Ville_0391,2986
Ville_0391,Ville_0227,2667
Ville_0227,Ville_0037,694
Ville_0037,Ville_0362,2641
Ville_0362,Ville_0323,109
Ville_0323,Ville_0580,1878
Ville_0580,Ville_0658,732
Ville_0658,Ville_0450,788
Ville_0450,Ville_0715,567
Ville_0715,Ville_0181,1031
Ville_0181,Ville_0970,1569
Ville_0970,Ville_0781,138
Ville_0781,Ville_0844,2567
Ville_0844,Ville_0167,2967
Ville_0167,Ville_0298,706
Ville_0298,Ville_0609,592
Ville_0609,Ville_0188,1483
Ville_0188,Ville_0436,494
Ville_0436,Ville_0536,1778
Ville_0536,Ville_0747,1965
Ville_0747,Ville_0413,1459
Ville_0413,Ville_0702,1469
Ville_0702,Ville_0489,1944
Ville_0489,Ville_0182,2575
Ville_0182,Ville_0062,2483
Ville_0062,Ville_0007,397
Ville_0007,Ville_0115,2525
Ville_0115,Ville_0234,2456
Ville_0234,Ville_0221,911
Ville_0221,Ville_0373,1753
Ville_0373,Ville_0229,1288
Ville_0229,Ville_0585,1053
Ville_0585,Ville_0024,1653
Ville_0024,Ville_0487,1849
Ville_0487,Ville_0231,2352
Ville_0231,Ville_0279,1410
Ville_0279,Ville_0921,626
Ville_0921,Ville_0388,1525
Ville_0388,Ville_0065,1529
Ville_0065,Ville_0651,1594
Ville_0651,Ville_0482,935
Ville_0482,Ville_0931,200
Ville_0931,Ville_0195,2943
Ville_0195,Ville_0300,2500
Ville_0300,Ville_0540,2471
Ville_0540,Ville_0551,1528
Ville_0551,Ville_0994,2370
Ville_0994,Ville_0316,2492
Ville_0316,Ville_0558,1860
Ville_0558,Ville_0612,2130
Ville_0612,Ville_0380,2900
Ville_0380,Ville_0001,786
Ville_0001,Ville_0302,2832
Ville_0302,Ville_0828,2989
Ville_0828,Ville_0893,1551
Ville_0893,Ville_0368,2603
Ville_0368,Ville_0083,339
Ville_0083,Ville_0071,262
Ville_0071,Ville_0824,1128
Ville_0824,Ville_0377,584
Ville_0377,Ville_0133,1885
Ville_0133,Ville_0297,1683
Ville_0297,Ville_0676,2042
Ville_0676,Ville_0078,1477
Ville_0078,Ville_0919,1482
Ville_0919,Ville_0355,1874
Ville_0355,Ville_0756,2192
Ville_0756,Ville_0385,2397
Ville_0385,Ville_0340,1343
Ville_0340,Ville_0897,1512
Ville_0897,Ville_0983,240
Ville_0983,Ville_0675,2962
Ville_0675,Ville_0074,196
Ville_0074,Ville_0692,2026
Ville_0692,Ville_0689,1668
Ville_0689,Ville_0678,2583
Ville_0678,Ville_0382,1638
Ville_0382,Ville_0731,1867
Ville_0731,Ville_0178,1874
Ville_0178,Ville_0638,2055
Ville_0638,Ville_0076,2180
Ville_0076,Ville_0295,2196
Ville_0295,Ville_0592,2646
Ville_0592,Ville_0019,1847
Ville_0019,Ville_0804,2896
Ville_0804,Ville_0238,919
Ville_0238,Ville_0269,1039
Ville_0269,Ville_0441,1444
Ville_0441,Ville_0191,2185
Ville_0191,Ville_0967,1057
Ville_0967,Ville_0709,673
Ville_0709,Ville_0528,2173
Ville_0528,Ville_0926,2897
Ville_0926,Ville_0766,1174
Ville_0766,Ville_0256,2889
Ville_0256,Ville_0214,1998
Ville_0214,Ville_0965,1774
Ville_0965,Ville_0686,2089
Ville_0686,Ville_0691,2813
Ville_0691,Ville_0402,2441
Ville_0402,Ville_0334,549
Ville_0334,Ville_0613,167
Ville_0613,Ville_0739,1313
Ville_0739,Ville_0367,1498
Ville_0367,Ville_0911,1177
Ville_0911,Ville_0867,2358
Ville_0867,Ville_0215,2466
Ville_0215,Ville_0561,2190
Ville_0561,Ville_0094,1633
Ville_0094,Ville_0895,94
Ville_0895,Ville_0102,1341
Ville_0102,Ville_0522,126
Ville_0522,Ville_0720,2770
Ville_0720,Ville_0072,2330
Ville_0072,Ville_0159,1870
Ville_0159,Ville_0093,2566
Ville_0093,Ville_0176,2984
Ville_0176,Ville_0908,2127
Ville_0908,Ville_0445,1443
Ville_0445,Ville_0111,1618
Ville_0111,Ville_0856,207
Ville_0856,Ville_0091,1669
Ville_0091,Ville_0187,1598
Ville_0187,Ville_0112,146
Ville_0112,Ville_0833,1212
Ville_0833,Ville_0757,642
Ville_0757,Ville_0305,357
Ville_0305,Ville_0454,1991
Ville_0454,Ville_0456,2705
Ville_0456,Ville_0971,888
Ville_0971,Ville_0525,1324
Ville_0525,Ville_0345,1423
Ville_0345,Ville_0945,99
Ville_0945,Ville_0354,2438
Ville_0354,Ville_0943,1471
Ville_0943,Ville_0668,1347
Ville_0668,Ville_0695,2887
Ville_0695,Ville_0826,363
Ville_0826,Ville_0589,761
Ville_0589,Ville_0793,1291
Ville_0793,Ville_0460,751
Ville_0460,Ville_0432,2123
Ville_0432,Ville_0310,1162
Ville_0310,Ville_0321,2895
Ville_0321,Ville_0459,1048
Ville_0459,Ville_0771,2684
Ville_0771,Ville_0116,1437
Ville_0116,Ville_0655,250
Ville_0655,Ville_0640,2506
Ville_0640,Ville_0218,2655
Ville_0218,Ville_0055,2971
Ville_0055,Ville_0594,2824
Ville_0594,Ville_0262,810
Ville_0262,Ville_0129,2163
Ville_0129,Ville_0818,689
Ville_0818,Ville_0744,2023
Ville_0744,Ville_0341,2939
Ville_0341,Ville_0581,338
Ville_0581,Ville_0507,447
Ville_0507,Ville_0299,1136
Ville_0299,Ville_0060,404
Ville_0060,Ville_0499,1701
Ville_0499,Ville_0455,59
Ville_0455,Ville_0029,1791
Ville_0029,Ville_0160,479
Ville_0160,Ville_0186,2429
Ville_0186,Ville_0272,1341
Ville_0272,Ville_0644,695
Ville_0644,Ville_0101,1901
Ville_0101,Ville_0835,730
Ville_0835,Ville_0017,1742
Ville_0017,Ville_0866,1770
Ville_0866,Ville_0039,155
Ville_0039,Ville_0775,1240
Ville_0775,Ville_0194,2471
Ville_0194,Ville_0541,2673
Ville_0541,Ville_0138,785
Ville_0138,Ville_0425,1505
Ville_0425,Ville_0069,1559
Ville_0069,Ville_0870,469
Ville_0870,Ville_0874,2834
Ville_0874,Ville_0396,2927
Ville_0396,Ville_0431,2174
Ville_0431,Ville_0553,433
Ville_0553,Ville_0555,2402
